tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
0	This study	42.5	270.2	0	pmagpy-3.4.0	u		813	SS3-8a	273	2.18E-07	5.06E-09	2.46E-09	3.89E-09	SS3-8a:LP-DIR-T	14	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	40.8	143.4	0	pmagpy-3.4.0	u		823	SS3-8a	273	1.01E-07	7.78E-10	1.08E-09	8.70E-10	SS3-8a:LP-DIR-T	15	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	4.1	145.5	0	pmagpy-3.4.0	u		833	SS3-8a	273	1.04E-07	1.12E-09	3.72E-09	1.83E-09	SS3-8a:LP-DIR-T	16	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	21.9	162.7	0	pmagpy-3.4.0	u		843	SS3-8a	273	8.74E-08	2.02E-09	2.60E-09	3.14E-09	SS3-8a:LP-DIR-T	17	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	0.5	356.6	0	pmagpy-3.4.0	u		848	SS3-8a	273	6.17E-08	6.41E-10	1.50E-09	1.20E-09	SS3-8a:LP-DIR-T	18	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	47.9	305	0	pmagpy-3.4.0	u		273	SS3-9a	273	1.03E-04	7.18E-07	5.11E-06	4.77E-06	SS3-9a:LP-DIR-T	1	1	3.5	g	LT-NO:LP-DIR-T
0	This study	45.3	305.7	0	pmagpy-3.4.0	u		77	SS3-9a	273	1.04E-04	7.33E-07	5.13E-06	3.88E-06	SS3-9a:LP-DIR-T	2	1	3	g	LT-LT-Z:LP-DIR-T
0	This study	44.9	304.3	0	pmagpy-3.4.0	u		373	SS3-9a	273	1.01E-04	8.54E-07	6.13E-06	5.42E-06	SS3-9a:LP-DIR-T	3	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	44.3	307.5	0	pmagpy-3.4.0	u		473	SS3-9a	273	9.64E-05	9.71E-07	5.57E-06	5.01E-06	SS3-9a:LP-DIR-T	4	1	4	g	LT-T-Z:LP-DIR-T
0	This study	44.4	303.2	0	pmagpy-3.4.0	u		573	SS3-9a	273	8.78E-05	9.70E-07	5.89E-06	6.17E-06	SS3-9a:LP-DIR-T	5	1	5.1	g	LT-T-Z:LP-DIR-T
0	This study	46.3	305.9	0	pmagpy-3.4.0	u		623	SS3-9a	273	7.09E-05	1.26E-06	1.07E-06	5.73E-07	SS3-9a:LP-DIR-T	6	1	1	g	LT-T-Z:LP-DIR-T
0	This study	54.2	308.6	0	pmagpy-3.4.0	u		673	SS3-9a	273	5.22E-05	9.74E-07	4.97E-07	6.39E-07	SS3-9a:LP-DIR-T	7	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	54.2	305.2	0	pmagpy-3.4.0	u		723	SS3-9a	273	2.13E-05	1.45E-07	2.79E-07	6.14E-07	SS3-9a:LP-DIR-T	8	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	53.8	307.2	0	pmagpy-3.4.0	u		748	SS3-9a	273	1.20E-05	9.81E-08	1.89E-07	3.89E-07	SS3-9a:LP-DIR-T	9	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	53	306.3	0	pmagpy-3.4.0	u		773	SS3-9a	273	6.12E-06	5.78E-08	5.27E-08	1.15E-07	SS3-9a:LP-DIR-T	10	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	53	305.3	0	pmagpy-3.4.0	u		788	SS3-9a	273	4.29E-06	3.84E-08	6.07E-08	1.53E-07	SS3-9a:LP-DIR-T	11	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	50.1	309.6	0	pmagpy-3.4.0	u		803	SS3-9a	273	2.85E-06	2.92E-08	5.05E-08	1.17E-07	SS3-9a:LP-DIR-T	12	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	47.7	307.3	0	pmagpy-3.4.0	u		813	SS3-9a	273	1.76E-06	1.94E-08	1.58E-08	3.98E-08	SS3-9a:LP-DIR-T	13	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	59.8	327.8	0	pmagpy-3.4.0	u		823	SS3-9a	273	4.31E-07	2.17E-09	5.83E-09	7.62E-09	SS3-9a:LP-DIR-T	14	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	52.2	167.8	0	pmagpy-3.4.0	u		833	SS3-9a	273	7.97E-08	1.05E-09	1.95E-09	1.89E-09	SS3-9a:LP-DIR-T	15	1	2	g	LT-T-Z:LP-DIR-T
0	This study	29.2	207.4	0	pmagpy-3.4.0	u		843	SS3-9a	273	6.05E-08	1.84E-09	2.71E-09	1.07E-09	SS3-9a:LP-DIR-T	16	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	3.9	153.5	0	pmagpy-3.4.0	u		848	SS3-9a	273	5.57E-08	1.17E-09	2.97E-09	1.24E-09	SS3-9a:LP-DIR-T	17	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	17.4	61.6	0	pmagpy-3.4.0	u		273	SS4-1a	273	2.00E-05	6.35E-08	2.57E-07	4.62E-07	SS4-1a:LP-DIR-T	1	1	1.5	g	LT-NO:LP-DIR-T
0	This study	12.2	59.3	0	pmagpy-3.4.0	u		77	SS4-1a	273	1.79E-05	6.62E-08	3.75E-07	6.38E-07	SS4-1a:LP-DIR-T	2	1	2.4	g	LT-LT-Z:LP-DIR-T
0	This study	12.4	58.5	0	pmagpy-3.4.0	u		373	SS4-1a	273	1.74E-05	3.63E-08	6.65E-07	1.05E-06	SS4-1a:LP-DIR-T	3	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	11.9	58.9	0	pmagpy-3.4.0	u		473	SS4-1a	273	1.72E-05	3.86E-08	5.81E-07	9.63E-07	SS4-1a:LP-DIR-T	4	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	11.3	57.6	0	pmagpy-3.4.0	u		573	SS4-1a	273	1.70E-05	6.91E-08	6.11E-07	9.81E-07	SS4-1a:LP-DIR-T	5	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	11.2	56.2	0	pmagpy-3.4.0	u		623	SS4-1a	273	1.65E-05	4.77E-08	8.68E-07	1.32E-06	SS4-1a:LP-DIR-T	6	1	5.4	g	LT-T-Z:LP-DIR-T
0	This study	10.9	56.2	0	pmagpy-3.4.0	u		673	SS4-1a	273	1.60E-05	8.17E-08	6.82E-07	1.09E-06	SS4-1a:LP-DIR-T	7	1	4.6	g	LT-T-Z:LP-DIR-T
0	This study	10.4	56.7	0	pmagpy-3.4.0	u		723	SS4-1a	273	1.55E-05	7.14E-08	3.12E-07	4.53E-07	SS4-1a:LP-DIR-T	8	1	2	g	LT-T-Z:LP-DIR-T
0	This study	10.7	57.1	0	pmagpy-3.4.0	u		748	SS4-1a	273	1.51E-05	3.55E-08	5.07E-07	8.03E-07	SS4-1a:LP-DIR-T	9	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	10.5	58.2	0	pmagpy-3.4.0	u		773	SS4-1a	273	1.45E-05	3.23E-08	1.52E-07	2.42E-07	SS4-1a:LP-DIR-T	10	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	10.5	57.3	0	pmagpy-3.4.0	u		788	SS4-1a	273	1.46E-05	3.87E-08	1.33E-07	2.22E-07	SS4-1a:LP-DIR-T	11	1	1	g	LT-T-Z:LP-DIR-T
0	This study	10.3	56.3	0	pmagpy-3.4.0	u		803	SS4-1a	273	1.32E-05	3.21E-08	1.69E-07	2.55E-07	SS4-1a:LP-DIR-T	12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	10	57.5	0	pmagpy-3.4.0	u		813	SS4-1a	273	1.21E-05	2.82E-08	1.87E-07	3.72E-07	SS4-1a:LP-DIR-T	13	1	2	g	LT-T-Z:LP-DIR-T
0	This study	10.2	57.6	0	pmagpy-3.4.0	u		823	SS4-1a	273	1.09E-05	5.88E-08	1.43E-07	2.13E-07	SS4-1a:LP-DIR-T	14	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	9.5	55.1	0	pmagpy-3.4.0	u		833	SS4-1a	273	8.47E-06	1.05E-07	1.41E-07	1.74E-07	SS4-1a:LP-DIR-T	15	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	10.1	54.7	0	pmagpy-3.4.0	u		843	SS4-1a	273	6.26E-06	6.80E-08	9.88E-08	1.17E-07	SS4-1a:LP-DIR-T	16	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	10.4	61.5	0	pmagpy-3.4.0	u		848	SS4-1a	273	4.44E-06	6.79E-08	1.28E-07	2.51E-07	SS4-1a:LP-DIR-T	17	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	9.9	55.2	0	pmagpy-3.4.0	u		853	SS4-1a	273	2.30E-06	3.52E-08	5.86E-08	1.01E-07	SS4-1a:LP-DIR-T	18	1	3	g	LT-T-Z:LP-DIR-T
0	This study	22.5	67.5	0	pmagpy-3.4.0	u		273	SS4-2a	273	1.96E-05	1.19E-07	1.19E-07	2.79E-07	SS4-2a:LP-DIR-T	1	1	0.9	g	LT-NO:LP-DIR-T
0	This study	18.9	64.3	0	pmagpy-3.4.0	u		77	SS4-2a	273	1.70E-05	1.29E-07	1.70E-07	3.41E-07	SS4-2a:LP-DIR-T	2	1	1.3	g	LT-LT-Z:LP-DIR-T
0	This study	17.4	63.4	0	pmagpy-3.4.0	u		373	SS4-2a	273	1.69E-05	1.21E-07	5.39E-07	1.07E-06	SS4-2a:LP-DIR-T	3	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	15.3	59.4	0	pmagpy-3.4.0	u		473	SS4-2a	273	1.65E-05	1.02E-07	5.15E-07	9.17E-07	SS4-2a:LP-DIR-T	4	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	14	59.1	0	pmagpy-3.4.0	u		573	SS4-2a	273	1.62E-05	1.35E-07	3.89E-07	6.84E-07	SS4-2a:LP-DIR-T	5	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	13.6	56.9	0	pmagpy-3.4.0	u		623	SS4-2a	273	1.58E-05	1.40E-07	4.14E-07	7.34E-07	SS4-2a:LP-DIR-T	6	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	13.1	55.8	0	pmagpy-3.4.0	u		673	SS4-2a	273	1.51E-05	1.37E-07	2.91E-07	5.14E-07	SS4-2a:LP-DIR-T	7	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	12.9	58.3	0	pmagpy-3.4.0	u		723	SS4-2a	273	1.43E-05	7.81E-08	1.18E-07	1.95E-07	SS4-2a:LP-DIR-T	8	1	1	g	LT-T-Z:LP-DIR-T
0	This study	12.8	56.1	0	pmagpy-3.4.0	u		748	SS4-2a	273	1.39E-05	1.16E-07	2.42E-07	4.34E-07	SS4-2a:LP-DIR-T	9	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	12.6	59.5	0	pmagpy-3.4.0	u		773	SS4-2a	273	1.33E-05	1.08E-07	9.46E-08	1.01E-07	SS4-2a:LP-DIR-T	10	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	12.4	57.5	0	pmagpy-3.4.0	u		788	SS4-2a	273	1.27E-05	9.94E-08	1.33E-07	2.88E-07	SS4-2a:LP-DIR-T	11	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	12.4	56.8	0	pmagpy-3.4.0	u		803	SS4-2a	273	1.18E-05	9.69E-08	6.54E-08	1.23E-07	SS4-2a:LP-DIR-T	12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	12.2	57.2	0	pmagpy-3.4.0	u		813	SS4-2a	273	1.10E-05	6.99E-08	3.41E-07	5.89E-07	SS4-2a:LP-DIR-T	13	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	12.8	56.4	0	pmagpy-3.4.0	u		823	SS4-2a	273	1.00E-05	6.41E-08	4.98E-08	6.49E-08	SS4-2a:LP-DIR-T	14	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	12.4	57.1	0	pmagpy-3.4.0	u		833	SS4-2a	273	8.01E-06	8.06E-08	2.81E-07	4.32E-07	SS4-2a:LP-DIR-T	15	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	12.3	54.7	0	pmagpy-3.4.0	u		843	SS4-2a	273	6.09E-06	8.46E-08	1.15E-07	1.68E-07	SS4-2a:LP-DIR-T	16	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	12.9	56.6	0	pmagpy-3.4.0	u		848	SS4-2a	273	4.53E-06	4.80E-08	5.02E-08	7.85E-08	SS4-2a:LP-DIR-T	17	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	12	54.9	0	pmagpy-3.4.0	u		853	SS4-2a	273	2.61E-06	3.93E-08	2.54E-08	5.72E-08	SS4-2a:LP-DIR-T	18	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	5.8	305.2	0	pmagpy-3.4.0	u		273	SS4-3a	273	2.96E-05	1.48E-07	5.06E-07	7.05E-07	SS4-3a:LP-DIR-T	1	1	1.7	g	LT-NO:LP-DIR-T
0	This study	-0.2	306.8	0	pmagpy-3.4.0	u		77	SS4-3a	273	2.74E-05	7.98E-08	5.27E-07	8.79E-07	SS4-3a:LP-DIR-T	2	1	2.1	g	LT-LT-Z:LP-DIR-T
0	This study	-1	308.5	0	pmagpy-3.4.0	u		373	SS4-3a	273	2.73E-05	7.34E-08	6.79E-07	8.44E-07	SS4-3a:LP-DIR-T	3	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-2.2	305.6	0	pmagpy-3.4.0	u		473	SS4-3a	273	2.66E-05	8.77E-08	1.23E-06	1.71E-06	SS4-3a:LP-DIR-T	4	1	4.5	g	LT-T-Z:LP-DIR-T
0	This study	-2.7	306.2	0	pmagpy-3.4.0	u		573	SS4-3a	273	2.62E-05	1.04E-07	8.16E-07	1.06E-06	SS4-3a:LP-DIR-T	5	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-2.8	305.8	0	pmagpy-3.4.0	u		623	SS4-3a	273	2.59E-05	1.49E-07	9.40E-07	1.27E-06	SS4-3a:LP-DIR-T	6	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	-3.2	306.7	0	pmagpy-3.4.0	u		673	SS4-3a	273	2.51E-05	1.35E-07	2.11E-07	2.38E-07	SS4-3a:LP-DIR-T	7	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-3.5	307.8	0	pmagpy-3.4.0	u		723	SS4-3a	273	2.40E-05	1.17E-07	3.92E-07	5.12E-07	SS4-3a:LP-DIR-T	8	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-3.8	306.4	0	pmagpy-3.4.0	u		748	SS4-3a	273	2.31E-05	1.25E-07	7.55E-07	9.64E-07	SS4-3a:LP-DIR-T	9	1	3	g	LT-T-Z:LP-DIR-T
0	This study	-4	307.5	0	pmagpy-3.4.0	u		773	SS4-3a	273	2.20E-05	7.94E-08	2.87E-07	3.39E-07	SS4-3a:LP-DIR-T	10	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-4.2	308.1	0	pmagpy-3.4.0	u		788	SS4-3a	273	2.08E-05	7.93E-08	2.02E-07	2.10E-07	SS4-3a:LP-DIR-T	11	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-4.3	306.9	0	pmagpy-3.4.0	u		803	SS4-3a	273	1.99E-05	7.18E-08	3.60E-07	4.97E-07	SS4-3a:LP-DIR-T	12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-4.5	305	0	pmagpy-3.4.0	u		813	SS4-3a	273	1.89E-05	7.56E-08	5.60E-07	7.62E-07	SS4-3a:LP-DIR-T	13	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-4.8	309.3	0	pmagpy-3.4.0	u		823	SS4-3a	273	1.77E-05	1.04E-07	2.09E-07	2.56E-07	SS4-3a:LP-DIR-T	14	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-5.4	307.1	0	pmagpy-3.4.0	u		833	SS4-3a	273	1.54E-05	1.74E-07	4.07E-07	5.49E-07	SS4-3a:LP-DIR-T	15	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-5.2	306.2	0	pmagpy-3.4.0	u		843	SS4-3a	273	1.20E-05	1.24E-07	1.66E-07	2.21E-07	SS4-3a:LP-DIR-T	16	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-5.7	304.5	0	pmagpy-3.4.0	u		848	SS4-3a	273	9.02E-06	1.01E-07	3.52E-07	5.24E-07	SS4-3a:LP-DIR-T	17	1	4	g	LT-T-Z:LP-DIR-T
0	This study	-5.1	306.5	0	pmagpy-3.4.0	u		853	SS4-3a	273	4.22E-06	4.29E-08	1.88E-07	2.60E-07	SS4-3a:LP-DIR-T	18	1	4.4	g	LT-T-Z:LP-DIR-T
0	This study	4	29.1	0	pmagpy-3.4.0	u		273	SS4-4a	273	2.71E-05	1.14E-07	7.15E-07	4.40E-07	SS4-4a:LP-DIR-T	1	1	1.8	g	LT-NO:LP-DIR-T
0	This study	-0.5	28	0	pmagpy-3.4.0	u		77	SS4-4a	273	2.54E-05	9.50E-08	8.70E-07	4.06E-07	SS4-4a:LP-DIR-T	2	1	2.2	g	LT-LT-Z:LP-DIR-T
0	This study	-1.5	26.2	0	pmagpy-3.4.0	u		373	SS4-4a	273	2.54E-05	6.82E-08	9.63E-07	5.02E-07	SS4-4a:LP-DIR-T	3	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-2.6	27	0	pmagpy-3.4.0	u		473	SS4-4a	273	2.49E-05	9.61E-08	8.16E-07	4.50E-07	SS4-4a:LP-DIR-T	4	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-3.6	27.5	0	pmagpy-3.4.0	u		573	SS4-4a	273	2.45E-05	1.25E-07	1.22E-06	6.80E-07	SS4-4a:LP-DIR-T	5	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-4	26.6	0	pmagpy-3.4.0	u		623	SS4-4a	273	2.40E-05	1.26E-07	7.27E-07	4.20E-07	SS4-4a:LP-DIR-T	6	1	2	g	LT-T-Z:LP-DIR-T
0	This study	-4.4	27.2	0	pmagpy-3.4.0	u		673	SS4-4a	273	2.33E-05	1.19E-07	1.50E-06	8.13E-07	SS4-4a:LP-DIR-T	7	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	-4.7	28.5	0	pmagpy-3.4.0	u		723	SS4-4a	273	2.20E-05	6.54E-08	1.19E-06	6.54E-07	SS4-4a:LP-DIR-T	8	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	-4.8	26.4	0	pmagpy-3.4.0	u		748	SS4-4a	273	2.13E-05	6.63E-08	5.58E-07	3.25E-07	SS4-4a:LP-DIR-T	9	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-5.1	27.7	0	pmagpy-3.4.0	u		773	SS4-4a	273	2.02E-05	1.02E-07	1.95E-07	9.81E-08	SS4-4a:LP-DIR-T	10	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-5.1	26.9	0	pmagpy-3.4.0	u		788	SS4-4a	273	1.90E-05	8.05E-08	7.84E-07	4.37E-07	SS4-4a:LP-DIR-T	11	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-5.3	26.4	0	pmagpy-3.4.0	u		803	SS4-4a	273	1.81E-05	7.54E-08	5.01E-07	2.69E-07	SS4-4a:LP-DIR-T	12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-5.5	28.2	0	pmagpy-3.4.0	u		813	SS4-4a	273	1.73E-05	4.70E-08	5.94E-07	3.65E-07	SS4-4a:LP-DIR-T	13	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-5.3	25.5	0	pmagpy-3.4.0	u		823	SS4-4a	273	1.61E-05	7.38E-08	6.44E-07	3.06E-07	SS4-4a:LP-DIR-T	14	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-5.3	25.6	0	pmagpy-3.4.0	u		833	SS4-4a	273	1.42E-05	1.32E-07	9.05E-08	8.64E-08	SS4-4a:LP-DIR-T	15	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-5.5	27.7	0	pmagpy-3.4.0	u		843	SS4-4a	273	1.09E-05	1.06E-07	2.54E-07	1.36E-07	SS4-4a:LP-DIR-T	16	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-5.8	26.5	0	pmagpy-3.4.0	u		848	SS4-4a	273	8.31E-06	7.90E-08	1.95E-07	1.19E-07	SS4-4a:LP-DIR-T	17	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-5.5	25.5	0	pmagpy-3.4.0	u		853	SS4-4a	273	4.07E-06	5.00E-08	1.39E-07	6.94E-08	SS4-4a:LP-DIR-T	18	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	19.8	212	0	pmagpy-3.4.0	u		273	SS4-5a	273	4.00E-06	9.44E-08	4.78E-08	3.32E-08	SS4-5a:LP-DIR-T	1	1	1.5	g	LT-NO:LP-DIR-T
0	This study	-7.1	217.9	0	pmagpy-3.4.0	u		77	SS4-5a	273	2.42E-06	5.29E-08	7.95E-08	1.38E-08	SS4-5a:LP-DIR-T	2	1	2.1	g	LT-LT-Z:LP-DIR-T
0	This study	-14.5	217.5	0	pmagpy-3.4.0	u		373	SS4-5a	273	2.28E-06	7.10E-09	6.80E-08	4.98E-08	SS4-5a:LP-DIR-T	3	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-21.1	218.4	0	pmagpy-3.4.0	u		473	SS4-5a	273	2.33E-06	8.09E-09	1.04E-07	6.60E-08	SS4-5a:LP-DIR-T	4	1	3	g	LT-T-Z:LP-DIR-T
0	This study	-24.5	217.4	0	pmagpy-3.4.0	u		573	SS4-5a	273	2.31E-06	5.70E-09	1.09E-07	8.10E-08	SS4-5a:LP-DIR-T	5	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	-25.2	216.6	0	pmagpy-3.4.0	u		623	SS4-5a	273	2.19E-06	6.32E-09	8.49E-08	5.39E-08	SS4-5a:LP-DIR-T	6	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-25.3	216.7	0	pmagpy-3.4.0	u		673	SS4-5a	273	1.93E-06	7.22E-09	8.37E-08	5.28E-08	SS4-5a:LP-DIR-T	7	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-26.5	217.5	0	pmagpy-3.4.0	u		723	SS4-5a	273	1.76E-06	1.21E-08	5.47E-08	4.51E-08	SS4-5a:LP-DIR-T	8	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-26.2	218.1	0	pmagpy-3.4.0	u		748	SS4-5a	273	1.63E-06	9.66E-09	4.27E-08	3.80E-08	SS4-5a:LP-DIR-T	9	1	2	g	LT-T-Z:LP-DIR-T
0	This study	-29.4	214.6	0	pmagpy-3.4.0	u		773	SS4-5a	273	1.54E-06	3.09E-09	1.04E-08	8.96E-09	SS4-5a:LP-DIR-T	10	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-27.4	216.4	0	pmagpy-3.4.0	u		788	SS4-5a	273	1.47E-06	9.78E-09	6.77E-09	6.78E-09	SS4-5a:LP-DIR-T	11	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-28.2	214.3	0	pmagpy-3.4.0	u		803	SS4-5a	273	1.38E-06	1.09E-08	1.35E-08	5.52E-09	SS4-5a:LP-DIR-T	12	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-29.6	220.7	0	pmagpy-3.4.0	u		813	SS4-5a	273	1.22E-06	1.03E-08	4.27E-08	2.13E-08	SS4-5a:LP-DIR-T	13	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-35.2	199.2	0	pmagpy-3.4.0	u		823	SS4-5a	273	5.71E-07	4.46E-09	1.98E-08	4.55E-09	SS4-5a:LP-DIR-T	14	1	2	g	LT-T-Z:LP-DIR-T
0	This study	-20.6	219.8	0	pmagpy-3.4.0	u		833	SS4-5a	273	2.93E-07	3.40E-09	7.87E-09	8.06E-09	SS4-5a:LP-DIR-T	15	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	0.4	240.2	0	pmagpy-3.4.0	u		843	SS4-5a	273	1.82E-07	8.04E-09	2.90E-09	3.56E-09	SS4-5a:LP-DIR-T	16	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-6.5	298.2	0	pmagpy-3.4.0	u		848	SS4-5a	273	8.70E-08	3.77E-09	9.87E-09	5.43E-09	SS4-5a:LP-DIR-T	17	1	6.5	g	LT-T-Z:LP-DIR-T
0	This study	-0.1	206.2	0	pmagpy-3.4.0	u		853	SS4-5a	273	4.97E-08	3.99E-09	2.51E-09	7.75E-09	SS4-5a:LP-DIR-T	18	1	7.8	g	LT-T-Z:LP-DIR-T
0	This study	69.6	298.7	0	pmagpy-3.4.0	u		273	SS4-6a	273	5.69E-06	7.94E-08	1.02E-07	1.63E-07	SS4-6a:LP-DIR-T	1	1	2	g	LT-NO:LP-DIR-T
0	This study	54.5	296.7	0	pmagpy-3.4.0	u		77	SS4-6a	273	3.00E-06	1.55E-07	5.10E-08	9.93E-08	SS4-6a:LP-DIR-T	2	1	2.7	g	LT-LT-Z:LP-DIR-T
0	This study	46.1	301.8	0	pmagpy-3.4.0	u		373	SS4-6a	273	2.51E-06	8.51E-09	8.68E-08	1.24E-07	SS4-6a:LP-DIR-T	3	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	31.5	298.7	0	pmagpy-3.4.0	u		473	SS4-6a	273	2.07E-06	1.45E-08	9.76E-08	1.42E-07	SS4-6a:LP-DIR-T	4	1	4.8	g	LT-T-Z:LP-DIR-T
0	This study	25.4	298	0	pmagpy-3.4.0	u		573	SS4-6a	273	1.90E-06	1.29E-08	1.05E-07	1.42E-07	SS4-6a:LP-DIR-T	5	1	5.3	g	LT-T-Z:LP-DIR-T
0	This study	24	297.9	0	pmagpy-3.4.0	u		623	SS4-6a	273	1.73E-06	1.06E-08	7.35E-08	9.48E-08	SS4-6a:LP-DIR-T	6	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	23.9	297	0	pmagpy-3.4.0	u		673	SS4-6a	273	1.43E-06	9.82E-09	5.28E-08	6.52E-08	SS4-6a:LP-DIR-T	7	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	21.5	296.2	0	pmagpy-3.4.0	u		723	SS4-6a	273	1.23E-06	6.39E-09	5.18E-08	7.50E-08	SS4-6a:LP-DIR-T	8	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	21.4	294.3	0	pmagpy-3.4.0	u		748	SS4-6a	273	1.13E-06	6.54E-09	3.69E-08	5.40E-08	SS4-6a:LP-DIR-T	9	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	14.8	301.6	0	pmagpy-3.4.0	u		773	SS4-6a	273	1.03E-06	6.07E-09	2.33E-08	2.21E-08	SS4-6a:LP-DIR-T	10	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	12.2	297.7	0	pmagpy-3.4.0	u		788	SS4-6a	273	9.57E-07	7.35E-09	3.68E-08	3.03E-08	SS4-6a:LP-DIR-T	11	1	2.7	g	LT-T-Z:LP-DIR-T
